,means_avg,means_std,max_avg,max_std
1,-88.09566648702287,6.386389901509448,88.27809322757533,1.4255441772208555
2,-61.66340539127388,14.023256239705896,88.1278506607072,1.4235230838000401
3,-17.378678312742075,24.274366068062797,88.63502685562268,1.9047223912274471
4,35.15956025045277,30.66675482234058,89.4375249333437,1.8919175548457183
5,71.91144153433098,22.809486831140557,90.07693640799165,1.3462164637563658
6,81.98618338176728,13.74260955630918,90.87094780946235,1.2005263214993527
7,85.88144603192384,6.4024005766340055,91.00435950543384,1.3046916782676359
8,87.39486073422646,2.561821642086903,91.03501609816449,1.2823208398780959
9,88.56887149294565,1.5300463450699973,91.40976880610273,0.8305546780943494
10,89.51007954467806,1.4817648114496549,91.42278255594643,0.8040246736328419
11,89.55257762843047,1.7627179890615567,91.58446907795322,0.9235887072113509
12,90.05596507880173,1.6271366807756957,91.67470165029002,0.9860614683858006
13,90.52083852563828,1.0522389608343565,91.81876296852897,0.9943100418559776
14,90.9884144924399,1.1785659398654706,91.91210616225035,1.0204577638809067
15,91.00921876916556,1.0459074913199202,91.92868935211172,1.0251636490216889
16,91.27543999785507,1.0541255150914142,92.14934011007544,0.8170635361755121
17,91.2873617597283,1.1519343393166792,92.14339719832121,0.8272974573158842
18,91.25507304451315,1.2566498599244864,92.18898195980171,0.7445217097611451
19,90.56104353203497,2.3389183245283727,92.21603843671244,0.7682981898391131
20,90.87483220937098,1.5023042949270127,92.41095656995955,0.26914710994892177
