,means_avg,means_std,max_avg,max_std
1,-85.3705044786824,4.632439293846787,88.32144693552091,1.2566651832270213
2,-61.53115336596288,10.294238768626668,88.7974885090982,1.405171394174849
3,-17.527995649121095,20.852166808814044,89.57894248678109,1.8396866932157883
4,29.502041242685145,24.12083215730473,90.34008661901753,1.3824875954671538
5,68.50393002195904,17.3474217015628,90.5313104669074,1.1849667779738637
6,83.82328295687998,3.895203792302119,90.90532344811297,1.015699864301632
7,85.91027831497998,2.122697035269172,91.00905695987453,1.0061960686855234
8,87.19328941061552,1.5119343086679242,91.27053062959844,1.190286098890659
9,87.96336476986565,1.2366560820491117,91.60798831937218,0.8941177269499561
10,88.37546081690789,1.6725944846887193,91.42210541680514,0.9911072393383624
11,89.15568716963546,1.3733459863972175,91.50414060971481,0.8979379359679794
12,89.70583532253593,1.2886637404690227,91.56136993688668,0.8802163667721651
13,89.74086800892368,1.8672244949279846,91.94203808095463,0.9128983504900647
14,90.04205198440789,1.9494126466182742,91.94564199434753,0.9221360835086158
15,90.55491638431745,1.3684317908092454,92.15355479414359,0.7167852293749462
16,90.63301023097888,1.0837331146137812,92.32044179272765,0.6809225388553872
17,90.81329222613331,1.3460856953557467,92.42844179272765,0.565096100665057
18,90.70235045003655,1.3151289803444564,92.42844179272765,0.565096100665057
19,90.36110405633049,2.0090321870763863,92.48186000034961,0.5225586524708684
20,91.02318319903182,1.2623548853606317,92.4188940232344,0.5241586080374127
