,means_avg,means_std,max_avg,max_std
1,-100.57615084512278,0.8229301835642042,-8.657660010462878,38.14659230662214
2,-92.72011195710469,3.09185770798701,-3.1803891325538203,35.08471225918807
3,-79.71167463956121,6.5603473972606965,11.948689689139801,27.868206136556086
4,-66.49940599952313,10.698883458629984,4.4614328876157305,32.55976662710594
5,-48.893569102229335,15.508204102306703,25.287361202048658,32.04917682688127
6,-31.9334592124266,19.883025144197166,29.111694430635946,28.30578760413603
7,-16.190206527149975,22.22447181470496,40.305568833239874,20.61930718654318
8,-0.3860746766633209,23.576113156680403,44.209533358535474,24.503960921696173
9,11.563792778633893,25.315695815747926,46.11283641110312,23.853059886489905
10,20.958081317539374,23.360817231087736,48.245623443339404,23.065499773180893
11,30.515902556784862,21.13815186231479,48.32855137882786,23.12626337693946
12,35.88613882863801,22.33486203595002,50.26028260160818,20.392390364578418
13,39.80541167876282,21.749570537716384,50.26028260160818,20.392390364578418
14,42.88621508740739,22.051335985231727,50.26028260160818,20.392390364578418
15,45.15606196220965,20.304099543130338,50.26028260160818,20.392390364578418
16,47.56356930876486,20.015418971752023,50.26028260160818,20.392390364578418
17,48.48091588684739,20.07303914386406,52.16364426268808,20.77363211616171
18,49.15471218318337,20.394414271763612,54.027525809243606,19.289305205851086
19,49.129655658142156,19.492532750551575,55.89748619122887,19.3715276764761
20,49.70508792247217,19.596337384534948,59.73927556900681,20.860721455844224
