,means_avg,means_std,max_avg,max_std
1,-99.06552217810923,3.7303463318886383,-50.26912128819645,36.34654561253599
2,-96.41929949712735,4.5523697372675045,-37.09896424638822,28.355426398067813
3,-94.83855153823541,3.328262040456193,-35.157348687673206,26.939718994694836
4,-93.81240365040819,3.5373282382798763,-35.329806456781945,20.835895935298865
5,-91.61469555990828,4.598405178470848,-35.166009203011406,23.906373604296515
6,-88.17987394380143,4.980466371939706,-33.23615978685288,24.801491272615344
7,-85.87158129188701,5.52159356396651,-18.061081661543255,28.220187292028566
8,-81.53604776072932,8.650489573213042,-25.5702748269713,34.766240221655565
9,-81.71804360317057,7.549028306257322,-21.98900324880809,29.63106866453384
10,-80.81471382806855,7.613192268588984,-12.246145592512315,24.46778937487917
11,-75.19438786380726,7.698189270454502,-6.562508833854784,23.642471023943582
12,-75.11120519486,10.803793341809723,-6.666625301416803,35.655144996361976
13,-70.73484289729825,8.898512563627516,0.7318999982437276,22.646968219139787
14,-68.19905460968201,10.811657836736648,1.1006979465532258,19.26615007811253
15,-63.71612940598341,10.297011413136264,14.26626907378197,24.047987653172083
16,-62.096394553557204,10.85687547671458,2.9037699392706164,25.573413244095686
17,-59.89264242951945,11.91041187580883,4.825294452695696,18.50637771781009
18,-59.334040376558576,10.252147552566774,8.589829670634897,18.89145969960055
19,-53.860736157421606,10.54020715721263,12.30114116513011,27.81796629829131
20,-53.58856578652204,9.244944704281167,8.517884986159071,20.67935433716802
